"","X.1","X","Site","Treatment","Yr_Month","Site_ym","Blackbear","Wolf","Coyote","Lynx","Caribou","WTDeer","Moose","Year","Month","ActiveDays","SnowDays","pSnow"
"241",241,241,"Algar09","Control","2015-11","Algar09 2015-11",0,0,0,0,0,0,0,2015,11,25,15,0.6
"242",242,242,"Algar09","Control","2015-12","Algar09 2015-12",0,1,0,0,0,0,0,2015,12,31,31,1
"243",243,243,"Algar09","Control","2016-01","Algar09 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"244",244,244,"Algar09","Control","2016-02","Algar09 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"245",245,245,"Algar09","Control","2016-03","Algar09 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"246",246,246,"Algar09","Control","2016-04","Algar09 2016-04",0,0,0,0,0,0,0,2016,4,30,6,0.2
"247",247,247,"Algar09","Control","2016-05","Algar09 2016-05",0,1,0,0,2,0,0,2016,5,31,0,0
"248",248,248,"Algar09","Control","2016-06","Algar09 2016-06",0,0,0,0,2,0,0,2016,6,30,0,0
"249",249,249,"Algar09","Control","2016-07","Algar09 2016-07",0,0,0,0,0,0,0,2016,7,31,0,0
"250",250,250,"Algar09","Control","2016-08","Algar09 2016-08",0,1,0,1,0,0,0,2016,8,31,0,0
"251",251,251,"Algar09","Control","2016-09","Algar09 2016-09",0,0,0,0,1,0,0,2016,9,30,0,0
"252",252,252,"Algar09","Control","2016-10","Algar09 2016-10",1,0,0,0,0,0,0,2016,10,31,22,0.709677419354839
"253",253,253,"Algar09","Control","2016-11","Algar09 2016-11",0,1,0,0,0,0,0,2016,11,30,7,0.233333333333333
"254",254,254,"Algar09","Control","2016-12","Algar09 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"255",255,255,"Algar09","Control","2017-01","Algar09 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"256",256,256,"Algar09","Control","2017-02","Algar09 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"257",257,257,"Algar09","Control","2017-03","Algar09 2017-03",0,0,0,0,0,0,0,2017,3,31,28,0.903225806451613
"258",258,258,"Algar09","Control","2017-04","Algar09 2017-04",0,0,0,0,0,0,0,2017,4,30,7,0.233333333333333
"259",259,259,"Algar09","Control","2017-05","Algar09 2017-05",0,0,0,0,2,0,0,2017,5,29,0,0
"260",260,260,"Algar09","Control","2017-06","Algar09 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"261",261,261,"Algar09","Control","2017-07","Algar09 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"262",262,262,"Algar09","Control","2017-08","Algar09 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"263",263,263,"Algar09","Control","2017-09","Algar09 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"264",264,264,"Algar09","Control","2017-10","Algar09 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"265",265,265,"Algar09","Control","2017-11","Algar09 2017-11",0,0,0,0,0,0,0,2017,11,22,22,1
"266",266,266,"Algar09","Control","2017-12","Algar09 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"267",267,267,"Algar09","Control","2018-01","Algar09 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"268",268,268,"Algar09","Control","2018-02","Algar09 2018-02",0,0,0,0,1,0,0,2018,2,28,28,1
"269",269,269,"Algar09","Control","2018-03","Algar09 2018-03",0,2,0,0,0,0,0,2018,3,31,31,1
"270",270,270,"Algar09","Control","2018-04","Algar09 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"271",271,271,"Algar10","Control","2015-11","Algar10 2015-11",0,0,1,0,0,4,0,2015,11,25,16,0.64
"272",272,272,"Algar10","Control","2015-12","Algar10 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"273",273,273,"Algar10","Control","2016-01","Algar10 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"274",274,274,"Algar10","Control","2016-02","Algar10 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"275",275,275,"Algar10","Control","2016-03","Algar10 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"276",276,276,"Algar10","Control","2016-04","Algar10 2016-04",0,0,0,0,0,1,0,2016,4,30,12,0.4
"277",277,277,"Algar10","Control","2016-05","Algar10 2016-05",0,2,0,0,0,3,0,2016,5,31,0,0
"278",278,278,"Algar10","Control","2016-06","Algar10 2016-06",0,0,1,1,0,3,0,2016,6,30,0,0
"279",279,279,"Algar10","Control","2016-07","Algar10 2016-07",0,1,0,0,1,1,0,2016,7,31,0,0
"280",280,280,"Algar10","Control","2016-08","Algar10 2016-08",1,0,0,0,0,0,0,2016,8,31,0,0
"281",281,281,"Algar10","Control","2016-09","Algar10 2016-09",1,0,0,0,0,0,0,2016,9,30,0,0
"282",282,282,"Algar10","Control","2016-10","Algar10 2016-10",0,0,0,1,0,0,0,2016,10,31,23,0.741935483870968
"283",283,283,"Algar10","Control","2016-11","Algar10 2016-11",0,0,0,1,0,1,0,2016,11,30,23,0.766666666666667
"284",284,284,"Algar10","Control","2016-12","Algar10 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"285",285,285,"Algar10","Control","2017-01","Algar10 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"286",286,286,"Algar10","Control","2017-02","Algar10 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"287",287,287,"Algar10","Control","2017-03","Algar10 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"288",288,288,"Algar10","Control","2017-04","Algar10 2017-04",0,1,0,0,0,2,0,2017,4,30,12,0.4
"289",289,289,"Algar10","Control","2017-05","Algar10 2017-05",0,0,0,0,1,2,0,2017,5,31,1,0.032258064516129
"290",290,290,"Algar10","Control","2017-06","Algar10 2017-06",4,1,0,0,0,2,1,2017,6,30,0,0
"291",291,291,"Algar10","Control","2017-07","Algar10 2017-07",2,0,0,0,0,1,0,2017,7,31,0,0
"292",292,292,"Algar10","Control","2017-08","Algar10 2017-08",2,0,0,0,0,1,1,2017,8,31,0,0
"293",293,293,"Algar10","Control","2017-09","Algar10 2017-09",5,0,0,0,0,0,0,2017,9,30,0,0
"294",294,294,"Algar10","Control","2017-10","Algar10 2017-10",0,0,0,0,0,0,0,2017,10,31,13,0.419354838709677
"295",295,295,"Algar10","Control","2017-11","Algar10 2017-11",0,0,0,0,0,0,0,2017,11,22,22,1
"296",296,296,"Algar10","Control","2017-12","Algar10 2017-12",0,0,0,0,0,0,0,2017,12,0,0,NA
"297",297,297,"Algar10","Control","2018-01","Algar10 2018-01",0,0,0,0,0,0,0,2018,1,0,0,NA
"298",298,298,"Algar10","Control","2018-02","Algar10 2018-02",0,0,0,0,0,0,0,2018,2,0,0,NA
"299",299,299,"Algar10","Control","2018-03","Algar10 2018-03",0,0,0,0,0,0,0,2018,3,0,0,NA
"300",300,300,"Algar10","Control","2018-04","Algar10 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"301",301,301,"Algar11","Control","2015-11","Algar11 2015-11",0,0,0,0,0,0,0,2015,11,24,15,0.625
"302",302,302,"Algar11","Control","2015-12","Algar11 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"303",303,303,"Algar11","Control","2016-01","Algar11 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"304",304,304,"Algar11","Control","2016-02","Algar11 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"305",305,305,"Algar11","Control","2016-03","Algar11 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"306",306,306,"Algar11","Control","2016-04","Algar11 2016-04",0,0,0,0,0,0,0,2016,4,30,5,0.166666666666667
"307",307,307,"Algar11","Control","2016-05","Algar11 2016-05",1,0,0,0,0,0,0,2016,5,31,0,0
"308",308,308,"Algar11","Control","2016-06","Algar11 2016-06",0,0,0,0,0,0,0,2016,6,30,0,0
"309",309,309,"Algar11","Control","2016-07","Algar11 2016-07",0,0,0,0,0,1,0,2016,7,31,0,0
"310",310,310,"Algar11","Control","2016-08","Algar11 2016-08",1,0,0,0,0,1,0,2016,8,31,0,0
"311",311,311,"Algar11","Control","2016-09","Algar11 2016-09",0,0,0,0,0,0,0,2016,9,30,0,0
"312",312,312,"Algar11","Control","2016-10","Algar11 2016-10",0,0,0,0,0,0,0,2016,10,31,13,0.419354838709677
"313",313,313,"Algar11","Control","2016-11","Algar11 2016-11",0,0,0,0,0,0,0,2016,11,30,5,0.166666666666667
"314",314,314,"Algar11","Control","2016-12","Algar11 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"315",315,315,"Algar11","Control","2017-01","Algar11 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"316",316,316,"Algar11","Control","2017-02","Algar11 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"317",317,317,"Algar11","Control","2017-03","Algar11 2017-03",0,0,0,0,0,0,0,2017,3,31,30,0.967741935483871
"318",318,318,"Algar11","Control","2017-04","Algar11 2017-04",1,0,0,0,0,0,0,2017,4,30,7,0.233333333333333
"319",319,319,"Algar11","Control","2017-05","Algar11 2017-05",0,0,0,0,0,1,0,2017,5,31,0,0
"320",320,320,"Algar11","Control","2017-06","Algar11 2017-06",0,0,0,0,0,0,0,2017,6,1,0,0
"321",321,321,"Algar11","Control","2017-07","Algar11 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"322",322,322,"Algar11","Control","2017-08","Algar11 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"323",323,323,"Algar11","Control","2017-09","Algar11 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"324",324,324,"Algar11","Control","2017-10","Algar11 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"325",325,325,"Algar11","Control","2017-11","Algar11 2017-11",0,0,0,0,0,0,0,2017,11,23,23,1
"326",326,326,"Algar11","Control","2017-12","Algar11 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"327",327,327,"Algar11","Control","2018-01","Algar11 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"328",328,328,"Algar11","Control","2018-02","Algar11 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"329",329,329,"Algar11","Control","2018-03","Algar11 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"330",330,330,"Algar11","Control","2018-04","Algar11 2018-04",0,0,0,0,0,0,0,2018,4,7,7,1
"331",331,331,"Algar12","Control","2015-11","Algar12 2015-11",0,0,0,0,0,10,0,2015,11,24,15,0.625
"332",332,332,"Algar12","Control","2015-12","Algar12 2015-12",0,0,0,0,0,11,0,2015,12,31,31,1
"333",333,333,"Algar12","Control","2016-01","Algar12 2016-01",0,0,0,0,0,2,0,2016,1,31,31,1
"334",334,334,"Algar12","Control","2016-02","Algar12 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"335",335,335,"Algar12","Control","2016-03","Algar12 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"336",336,336,"Algar12","Control","2016-04","Algar12 2016-04",0,0,0,0,0,6,0,2016,4,30,7,0.233333333333333
"337",337,337,"Algar12","Control","2016-05","Algar12 2016-05",0,0,0,0,0,5,0,2016,5,31,0,0
"338",338,338,"Algar12","Control","2016-06","Algar12 2016-06",0,0,0,0,0,0,0,2016,6,30,0,0
"339",339,339,"Algar12","Control","2016-07","Algar12 2016-07",0,0,0,0,0,2,0,2016,7,31,0,0
"340",340,340,"Algar12","Control","2016-08","Algar12 2016-08",0,0,0,0,0,1,0,2016,8,31,0,0
"341",341,341,"Algar12","Control","2016-09","Algar12 2016-09",0,0,0,0,0,1,0,2016,9,30,0,0
"342",342,342,"Algar12","Control","2016-10","Algar12 2016-10",0,0,0,0,0,1,1,2016,10,31,23,0.741935483870968
"343",343,343,"Algar12","Control","2016-11","Algar12 2016-11",0,0,0,0,0,0,0,2016,11,30,7,0.233333333333333
"344",344,344,"Algar12","Control","2016-12","Algar12 2016-12",0,0,0,0,0,4,0,2016,12,31,31,1
"345",345,345,"Algar12","Control","2017-01","Algar12 2017-01",0,0,0,0,0,2,0,2017,1,31,31,1
"346",346,346,"Algar12","Control","2017-02","Algar12 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"347",347,347,"Algar12","Control","2017-03","Algar12 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"348",348,348,"Algar12","Control","2017-04","Algar12 2017-04",0,0,0,0,0,3,1,2017,4,30,9,0.3
"349",349,349,"Algar12","Control","2017-05","Algar12 2017-05",0,0,0,0,0,12,1,2017,5,31,0,0
"350",350,350,"Algar12","Control","2017-06","Algar12 2017-06",0,0,0,0,0,0,0,2017,6,2,0,0
"351",351,351,"Algar12","Control","2017-07","Algar12 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"352",352,352,"Algar12","Control","2017-08","Algar12 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"353",353,353,"Algar12","Control","2017-09","Algar12 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"354",354,354,"Algar12","Control","2017-10","Algar12 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"355",355,355,"Algar12","Control","2017-11","Algar12 2017-11",0,0,0,0,0,7,0,2017,11,23,20,0.869565217391304
"356",356,356,"Algar12","Control","2017-12","Algar12 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"357",357,357,"Algar12","Control","2018-01","Algar12 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"358",358,358,"Algar12","Control","2018-02","Algar12 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"359",359,359,"Algar12","Control","2018-03","Algar12 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"360",360,360,"Algar12","Control","2018-04","Algar12 2018-04",0,0,0,0,0,0,0,2018,4,7,7,1
"361",361,361,"Algar13","SPP","2015-11","Algar13 2015-11",0,0,0,0,0,0,0,2015,11,26,15,0.576923076923077
"362",362,362,"Algar13","SPP","2015-12","Algar13 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"363",363,363,"Algar13","SPP","2016-01","Algar13 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"364",364,364,"Algar13","SPP","2016-02","Algar13 2016-02",0,0,0,0,2,0,0,2016,2,29,29,1
"365",365,365,"Algar13","SPP","2016-03","Algar13 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"366",366,366,"Algar13","SPP","2016-04","Algar13 2016-04",0,0,0,1,1,0,0,2016,4,30,7,0.233333333333333
"367",367,367,"Algar13","SPP","2016-05","Algar13 2016-05",1,0,0,1,4,0,0,2016,5,31,0,0
"368",368,368,"Algar13","SPP","2016-06","Algar13 2016-06",1,0,0,0,0,0,0,2016,6,30,0,0
"369",369,369,"Algar13","SPP","2016-07","Algar13 2016-07",3,0,0,0,0,0,0,2016,7,31,0,0
"370",370,370,"Algar13","SPP","2016-08","Algar13 2016-08",0,1,0,0,0,0,0,2016,8,31,0,0
"371",371,371,"Algar13","SPP","2016-09","Algar13 2016-09",0,0,1,0,0,0,0,2016,9,30,0,0
"372",372,372,"Algar13","SPP","2016-10","Algar13 2016-10",0,0,0,0,0,0,0,2016,10,31,23,0.741935483870968
"373",373,373,"Algar13","SPP","2016-11","Algar13 2016-11",0,0,0,0,0,0,1,2016,11,30,11,0.366666666666667
"374",374,374,"Algar13","SPP","2016-12","Algar13 2016-12",0,0,0,0,2,0,0,2016,12,31,31,1
"375",375,375,"Algar13","SPP","2017-01","Algar13 2017-01",0,1,0,0,1,0,0,2017,1,31,31,1
"376",376,376,"Algar13","SPP","2017-02","Algar13 2017-02",0,1,0,0,0,0,0,2017,2,28,28,1
"377",377,377,"Algar13","SPP","2017-03","Algar13 2017-03",0,0,0,0,0,0,0,2017,3,31,28,0.903225806451613
"378",378,378,"Algar13","SPP","2017-04","Algar13 2017-04",0,0,0,0,0,0,0,2017,4,21,7,0.333333333333333
"379",379,379,"Algar13","SPP","2017-05","Algar13 2017-05",0,0,0,0,0,0,0,2017,5,0,0,NA
"380",380,380,"Algar13","SPP","2017-06","Algar13 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"381",381,381,"Algar13","SPP","2017-07","Algar13 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"382",382,382,"Algar13","SPP","2017-08","Algar13 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"383",383,383,"Algar13","SPP","2017-09","Algar13 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"384",384,384,"Algar13","SPP","2017-10","Algar13 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"385",385,385,"Algar13","SPP","2017-11","Algar13 2017-11",0,0,0,0,2,0,0,2017,11,23,23,1
"386",386,386,"Algar13","SPP","2017-12","Algar13 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"387",387,387,"Algar13","SPP","2018-01","Algar13 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"388",388,388,"Algar13","SPP","2018-02","Algar13 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"389",389,389,"Algar13","SPP","2018-03","Algar13 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"390",390,390,"Algar13","SPP","2018-04","Algar13 2018-04",0,0,0,0,0,0,0,2018,4,7,6,0.857142857142857
"391",391,391,"Algar14","SPP","2015-11","Algar14 2015-11",0,0,0,0,0,0,0,2015,11,26,15,0.576923076923077
"392",392,392,"Algar14","SPP","2015-12","Algar14 2015-12",0,0,0,0,0,0,3,2015,12,31,31,1
"393",393,393,"Algar14","SPP","2016-01","Algar14 2016-01",0,0,0,0,0,0,1,2016,1,31,31,1
"394",394,394,"Algar14","SPP","2016-02","Algar14 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"395",395,395,"Algar14","SPP","2016-03","Algar14 2016-03",0,0,1,0,0,0,0,2016,3,31,31,1
"396",396,396,"Algar14","SPP","2016-04","Algar14 2016-04",1,0,0,0,3,0,0,2016,4,30,5,0.166666666666667
"397",397,397,"Algar14","SPP","2016-05","Algar14 2016-05",0,0,0,0,0,0,0,2016,5,31,0,0
"398",398,398,"Algar14","SPP","2016-06","Algar14 2016-06",1,0,0,0,0,0,0,2016,6,30,0,0
"399",399,399,"Algar14","SPP","2016-07","Algar14 2016-07",0,1,0,0,0,0,0,2016,7,31,0,0
"400",400,400,"Algar14","SPP","2016-08","Algar14 2016-08",0,0,1,1,0,0,0,2016,8,31,0,0
"401",401,401,"Algar14","SPP","2016-09","Algar14 2016-09",0,0,0,0,1,0,1,2016,9,30,0,0
"402",402,402,"Algar14","SPP","2016-10","Algar14 2016-10",0,0,0,0,0,0,0,2016,10,31,12,0.387096774193548
"403",403,403,"Algar14","SPP","2016-11","Algar14 2016-11",0,0,0,0,0,0,0,2016,11,30,0,0
"404",404,404,"Algar14","SPP","2016-12","Algar14 2016-12",0,1,0,0,0,0,0,2016,12,31,31,1
"405",405,405,"Algar14","SPP","2017-01","Algar14 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"406",406,406,"Algar14","SPP","2017-02","Algar14 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"407",407,407,"Algar14","SPP","2017-03","Algar14 2017-03",0,0,0,0,0,0,0,2017,3,31,30,0.967741935483871
"408",408,408,"Algar14","SPP","2017-04","Algar14 2017-04",0,0,0,0,0,0,0,2017,4,22,6,0.272727272727273
"409",409,409,"Algar14","SPP","2017-05","Algar14 2017-05",0,0,0,0,0,0,0,2017,5,0,0,NA
"410",410,410,"Algar14","SPP","2017-06","Algar14 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"411",411,411,"Algar14","SPP","2017-07","Algar14 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"412",412,412,"Algar14","SPP","2017-08","Algar14 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"413",413,413,"Algar14","SPP","2017-09","Algar14 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"414",414,414,"Algar14","SPP","2017-10","Algar14 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"415",415,415,"Algar14","SPP","2017-11","Algar14 2017-11",0,0,0,0,2,0,0,2017,11,23,23,1
"416",416,416,"Algar14","SPP","2017-12","Algar14 2017-12",0,0,0,0,0,0,2,2017,12,31,31,1
"417",417,417,"Algar14","SPP","2018-01","Algar14 2018-01",0,1,0,0,0,0,0,2018,1,31,31,1
"418",418,418,"Algar14","SPP","2018-02","Algar14 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"419",419,419,"Algar14","SPP","2018-03","Algar14 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"420",420,420,"Algar14","SPP","2018-04","Algar14 2018-04",0,0,0,0,0,0,0,2018,4,7,6,0.857142857142857
"421",421,421,"Algar15","SPP","2015-11","Algar15 2015-11",0,0,0,0,0,0,0,2015,11,26,16,0.615384615384615
"422",422,422,"Algar15","SPP","2015-12","Algar15 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"423",423,423,"Algar15","SPP","2016-01","Algar15 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"424",424,424,"Algar15","SPP","2016-02","Algar15 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"425",425,425,"Algar15","SPP","2016-03","Algar15 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"426",426,426,"Algar15","SPP","2016-04","Algar15 2016-04",0,0,0,0,0,0,0,2016,4,30,9,0.3
"427",427,427,"Algar15","SPP","2016-05","Algar15 2016-05",0,1,0,0,0,0,0,2016,5,31,0,0
"428",428,428,"Algar15","SPP","2016-06","Algar15 2016-06",6,0,0,0,0,0,1,2016,6,30,0,0
"429",429,429,"Algar15","SPP","2016-07","Algar15 2016-07",1,0,0,0,0,0,0,2016,7,31,0,0
"430",430,430,"Algar15","SPP","2016-08","Algar15 2016-08",5,0,0,0,0,0,0,2016,8,31,0,0
"431",431,431,"Algar15","SPP","2016-09","Algar15 2016-09",0,0,0,0,0,0,0,2016,9,30,0,0
"432",432,432,"Algar15","SPP","2016-10","Algar15 2016-10",0,0,0,0,0,0,0,2016,10,31,20,0.645161290322581
"433",433,433,"Algar15","SPP","2016-11","Algar15 2016-11",0,0,0,0,0,0,0,2016,11,30,7,0.233333333333333
"434",434,434,"Algar15","SPP","2016-12","Algar15 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"435",435,435,"Algar15","SPP","2017-01","Algar15 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"436",436,436,"Algar15","SPP","2017-02","Algar15 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"437",437,437,"Algar15","SPP","2017-03","Algar15 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"438",438,438,"Algar15","SPP","2017-04","Algar15 2017-04",0,2,0,0,0,0,0,2017,4,30,13,0.433333333333333
"439",439,439,"Algar15","SPP","2017-05","Algar15 2017-05",1,0,0,0,0,0,3,2017,5,31,0,0
"440",440,440,"Algar15","SPP","2017-06","Algar15 2017-06",0,0,0,0,0,0,1,2017,6,30,0,0
"441",441,441,"Algar15","SPP","2017-07","Algar15 2017-07",0,0,0,0,0,0,0,2017,7,31,0,0
"442",442,442,"Algar15","SPP","2017-08","Algar15 2017-08",0,0,0,0,0,1,1,2017,8,31,0,0
"443",443,443,"Algar15","SPP","2017-09","Algar15 2017-09",0,0,0,0,0,0,1,2017,9,30,0,0
"444",444,444,"Algar15","SPP","2017-10","Algar15 2017-10",0,0,0,0,0,0,0,2017,10,31,10,0.32258064516129
"445",445,445,"Algar15","SPP","2017-11","Algar15 2017-11",0,0,0,0,0,0,0,2017,11,30,30,1
"446",446,446,"Algar15","SPP","2017-12","Algar15 2017-12",0,0,0,0,0,0,0,2017,12,6,6,1
"447",447,447,"Algar15","SPP","2018-01","Algar15 2018-01",0,0,0,0,0,0,0,2018,1,0,0,NA
"448",448,448,"Algar15","SPP","2018-02","Algar15 2018-02",0,0,0,0,0,0,0,2018,2,0,0,NA
"449",449,449,"Algar15","SPP","2018-03","Algar15 2018-03",0,0,0,0,0,0,0,2018,3,0,0,NA
"450",450,450,"Algar15","SPP","2018-04","Algar15 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"451",451,451,"Algar16","SPP","2015-11","Algar16 2015-11",0,1,3,2,0,0,0,2015,11,25,17,0.68
"452",452,452,"Algar16","SPP","2015-12","Algar16 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"453",453,453,"Algar16","SPP","2016-01","Algar16 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"454",454,454,"Algar16","SPP","2016-02","Algar16 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"455",455,455,"Algar16","SPP","2016-03","Algar16 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"456",456,456,"Algar16","SPP","2016-04","Algar16 2016-04",0,0,0,0,0,0,0,2016,4,30,12,0.4
"457",457,457,"Algar16","SPP","2016-05","Algar16 2016-05",0,0,0,0,0,0,0,2016,5,31,0,0
"458",458,458,"Algar16","SPP","2016-06","Algar16 2016-06",1,0,0,0,0,0,0,2016,6,30,0,0
"459",459,459,"Algar16","SPP","2016-07","Algar16 2016-07",1,0,0,1,0,0,0,2016,7,31,0,0
"460",460,460,"Algar16","SPP","2016-08","Algar16 2016-08",3,0,1,0,0,1,0,2016,8,31,0,0
"461",461,461,"Algar16","SPP","2016-09","Algar16 2016-09",0,0,1,0,0,1,0,2016,9,30,0,0
"462",462,462,"Algar16","SPP","2016-10","Algar16 2016-10",0,0,0,3,0,0,0,2016,10,31,23,0.741935483870968
"463",463,463,"Algar16","SPP","2016-11","Algar16 2016-11",0,0,0,0,0,0,0,2016,11,30,21,0.7
"464",464,464,"Algar16","SPP","2016-12","Algar16 2016-12",0,0,1,0,0,0,0,2016,12,31,31,1
"465",465,465,"Algar16","SPP","2017-01","Algar16 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"466",466,466,"Algar16","SPP","2017-02","Algar16 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"467",467,467,"Algar16","SPP","2017-03","Algar16 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"468",468,468,"Algar16","SPP","2017-04","Algar16 2017-04",0,0,2,0,0,0,0,2017,4,30,8,0.266666666666667
"469",469,469,"Algar16","SPP","2017-05","Algar16 2017-05",1,0,0,0,0,0,0,2017,5,31,0,0
"470",470,470,"Algar16","SPP","2017-06","Algar16 2017-06",1,0,0,0,0,0,0,2017,6,30,0,0
"471",471,471,"Algar16","SPP","2017-07","Algar16 2017-07",0,0,0,0,0,1,0,2017,7,31,0,0
"472",472,472,"Algar16","SPP","2017-08","Algar16 2017-08",1,1,0,0,0,0,0,2017,8,31,0,0
"473",473,473,"Algar16","SPP","2017-09","Algar16 2017-09",0,0,1,0,0,0,0,2017,9,30,0,0
"474",474,474,"Algar16","SPP","2017-10","Algar16 2017-10",0,0,1,0,0,0,0,2017,10,31,12,0.387096774193548
"475",475,475,"Algar16","SPP","2017-11","Algar16 2017-11",0,0,1,0,0,0,0,2017,11,30,30,1
"476",476,476,"Algar16","SPP","2017-12","Algar16 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"477",477,477,"Algar16","SPP","2018-01","Algar16 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"478",478,478,"Algar16","SPP","2018-02","Algar16 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"479",479,479,"Algar16","SPP","2018-03","Algar16 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"480",480,480,"Algar16","SPP","2018-04","Algar16 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"481",481,481,"Algar17","SPP","2015-11","Algar17 2015-11",0,1,4,0,0,0,0,2015,11,25,16,0.64
